,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
b3425,CYANST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2296,ACKr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2276;b2277;b2278;b2279;b2280;b2281;b2282;b2283;b2284;b2285;b2286;b2287;b2288,NADH16pp,NADH17pp,NADH18pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2290,ALATA_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2523,AMPTASECG,AMPTASEPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2836,2AGPEAT120,2AGPEAT140,2AGPEAT141,2AGPEAT160,2AGPEAT161,2AGPEAT180,2AGPEAT181,2AGPGAT120,2AGPGAT140,2AGPGAT141,2AGPGAT160,2AGPGAT161,2AGPGAT180,2AGPGAT181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2293,2DOXG6PP,E4PP,F1PP,F6PP,G1PP,G6PP,R5PP,RU5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4069,ACCOAL,ACS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0038,CRNBTCT,CRNCBCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0822,E4PP,F1PP,F6PP,G3PT,G6PP,MN6PP,R5PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1525,SSALx,SSALy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1524,GLUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0030,ADNUC,CYTDH,INSH,URIH,XTSNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0031,DHDPRy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0036,CRNCAR,CRNCDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0037,CRNCAL2,CRNDCAL2,CTBTCAL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0090,UAGPT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0505,UGLYCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2895;b4238,RNTR1c2,RNTR2c2,RNTR3c2,RNTR4c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1091;b1094,ACOATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0181;b1094,UAGAAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3882,3SLAR,GHBDHx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4095,RPNTPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0084;b0635;b3396,MCTP1App,MCTP2App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3881,6D6SPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0928,ASPTA,CYSTA,PHETA1,TYRTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4092,PRCPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3885,G1PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0925,MCTP1Bpp,MLDCP1App,MLDCP1Bpp,MLDCP2App,MLDCP2Bpp,MLDCP3App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4098,CPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1094;b4041,G3PAT120,G3PAT140,G3PAT141,G3PAT160,G3PAT161,G3PAT180,G3PAT181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2066,CYTDK1,CYTDK2,URIK1,URIK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2065,DCTPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2746,MECDPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2747,MEPCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2744,NTD1,NTD10,NTD11,NTD12,NTD2,NTD3,NTD4,NTD5,NTD6,NTD7,NTD8,NTD9,PPA,PPA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3903,LYXI,RMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3902,RMPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0684;b3924,FLDR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0325,LCARSyi,PPDOy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3904,RMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2599,CHORM,PPNDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0242,GLU5K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2843,KDUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2842,5DKGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3061;b3062,TARTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2838,DAPDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1679;b1680;b1681;b1682;b1683,S2FE2SR,S2FE2SS,S2FE2SS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1198;b1199;b1200;b2415;b2416,DHAPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3565,XYLI1,XYLI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1654;b2762,PAPSR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2521,CYANST,MCPST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0089;b1069;b2519,MPTG,MPTG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2261,SUCBZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2947,GTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2260,SUCBZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0515,UGCIAMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2239,GPDDA1pp,GPDDA2pp,GPDDA3pp,GPDDA4pp,GPDDA5pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2582;b2762,PAPSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0517,URDGLYCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2134,MDDEP1pp,MDDEP2pp,MDDEP3pp,MDDEP4pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2515;b2895,MECDPDH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3390,SHKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2528;b2529,I2FE2ST,I4FE4ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0819,MLDCP1App,MLDCP1Bpp,MLDCP2App,MLDCP2Bpp,MLDCP3App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1814,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1813,HPYRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0688,PGMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3878,SQGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0888;b3781,TRDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1033,GLYCLTDx,GLYCLTDy,HPYRRx,HPYRRy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1982,AMPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3883,6D6SFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1131,ADSL1r,ADSL2r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1134,2MAHMP,NDP3,TDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1136,ICDHyr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1710,GTHPi,THIORDXi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1241,ACALD,ALCD19,ALCD2x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4209,FESR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3564,DXYLK,XYLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1490,DGUNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1249,CLPNS120pp,CLPNS140pp,CLPNS141pp,CLPNS160pp,CLPNS161pp,CLPNS180pp,CLPNS181pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3997,UPPDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3639,PPCDC,PPNCL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3447,GTHRDHpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1394,REPHACCOAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1395,HADPCOADH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1396,HPACOAT,PACOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1397,3OXCOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1393,DHACOAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3281,SHK3Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1398,PACCOAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3519,TREH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1448,METNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1622,CYSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1623,ADA,DADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0867,AGM3PApp,AGM4PApp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3189,UAGCVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1781,ALR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3041,DB4PS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2675;b2676;b3610,RNDR1b,RNDR2b,RNDR3b,RNDR4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1519,ACONMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2234;b2235;b2582,RNDR1,RNDR2,RNDR3,RNDR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3744,ASNS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3991,TYRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1767,ASNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1761,GLUDy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0728;b0729,SUCOAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3385,PGLYCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2895;b3924;b4237;b4238,RNTR1c2,RNTR2c2,RNTR3c2,RNTR4c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1400,2HPTCOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1768,NNAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2366,SERD_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3856;b3857,BMOGDS1,BMOGDS2,BWCOGDS1,BWCOGDS2,MOGDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2361,NTD1,NTD12,NTD3,NTD5,NTD6,NTD7,NTD8,NTD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0968,APH120,APH140,APH141,APH160,APH161,APH180,APH181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2245,LKDRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0996;b0997,TMAOR1pp,TMAOR2pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3833,AMMQLT8,OMBZLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4297,DXYLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0142,HPPK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3605,L_LACD2,L_LACD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4192,ASCBPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3600,M1PD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4197,X5PL3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3212;b3213,GLUDy,GLUSy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0331,MCITL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1488,ALAALAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0945,DHORD2,DHORD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3608,G3PD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1832;b3781,METSOXR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2926,PGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3946,F6PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2803,FCLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2802,ARABDI,FCI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3942,CAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2418,HMPK1,PYDAMK,PYDXK,PYDXNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3940,ASPK,HSDy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2414,CYSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1263;b1264,ANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0614;b0615;b0616;b0617,CITL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2143,CYTD,DCYTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3784,ACGAMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0368,TAUDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0369,PPBNGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0678,G6PDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0046,NADH10,NADH5,NADH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0049,AP4AH,AP5AH,GP4GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2965,ORNDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3789,G1PTT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2963,MLTGY1pp,MLTGY2pp,MLTGY3pp,MLTGY4pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4039,ADCL,CHRPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2091,GLTPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2097,FBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1009,3AMACHYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3128,GALCTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0657;b1677,ALPATE160pp,ALPATG160pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2938,ARGDCpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0915,TDSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2563,ACPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0444,CCGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2529;b2530,I2FE2SR,I2FE2SS,I2FE2SS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0910,CYTK1,CYTK2,UMPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0662,OMMBLHXy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2247,RHMND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0918,KDOCT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1587;b1588;b1589;b1590,DMSOR1,TMAOR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1064,GRXR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2738,FCLPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1062,DHORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4090,ALLPI,RPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1992,ADOCBLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1993,ACBIPGT,ADOCBIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1990,MLDCP1App,MLDCP1Bpp,MLDCP2App,MLDCP2Bpp,MLDCP3App,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1991,NNDMBRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0212,GLYOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0185;b2316;b3255;b3256,ACCOAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3225,ACNML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0211,MLTGY1pp,MLTGY2pp,MLTGY3pp,MLTGY4pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1090;b1094,ACPPAT120,ACPPAT140,ACPPAT141,ACPPAT160,ACPPAT161,ACPPAT180,ACPPAT181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2797,SERD_L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0104,GMPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2146;b2147,DURADx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2202;b2203;b2204;b2205;b2206,NO3R1bpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3403,PPCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2893,DSBCGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1493,GLUDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2026,PRAMPC,PRATPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2024,PRMICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2022,HISTP,IGPDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2788,GLCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2020,HISTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2787,GLCRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2784,GDPDPK,GTPDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3790,TDPADGAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2780,CTPS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2781,NTPP1,NTPP2,NTPP3,NTPP4,NTPP5,NTPP6,NTPP7,NTPP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4322,MNNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4323,MANAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1208,CDPMEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1619,CHOLID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2866;b2867;b2868,HXAND,XAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2813,MLTGY1pp,MLTGY2pp,MLTGY3pp,MLTGY4pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1617,METGLCUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1611,FUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1207,PRPPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1613,MAN6PI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1612,FUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3781;b4136,DSBDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1192,4PCP,AGM4PCP,AM4PCP,UM4PCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1193,MLTGY1pp,MLTGY2pp,MLTGY3pp,MLTGY4pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1190,ALAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1197,TREHpp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0114;b0115;b0116,PDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0420,DXPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1927,AAMYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3003,ALDD2y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3001,ALR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0825,F6PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3956,PPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1297,GGPTRCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0826,MPTSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0828,ASNN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3008,CYSDS,CYSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0350,OP4ENH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2440;b2441,ETHAAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0684;b2515,MECDPDH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1103,PNSPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1967,GLYOX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1849,ACKr,GART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1107,AGM3PH,AGM4PH,AGMH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1106,TMK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1109,NADH10,NADH5,NADH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1661,CFAS160E,CFAS160G,CFAS180E,CFAS180G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1662,RBFSb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0789,CLPNS120pp,CLPNS140pp,CLPNS141pp,CLPNS160pp,CLPNS161pp,CLPNS180pp,CLPNS181pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2133,LDH_D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3182,MDDCP1pp,MDDCP2pp,MDDCP3pp,MDDCP4pp,MDDCP5pp,MDDEP1pp,MDDEP2pp,MDDEP3pp,MDDEP4pp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4233,UM3PL,UM4PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
